Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1
r_pp_light_00018.fits	62823	60249.52372348402	2460249.523723484	NaN	NaN	0	1.556158	NaN	-12.3	15	NaN	NaN	6069770.357462142	62823	43.3000798084597	2506
r_pp_light_00019.fits	63099	60249.52397870412	2460249.523978704	NaN	NaN	0	1.557745	NaN	-12.3	15	NaN	NaN	6108903.18406095	63099	42.019918699186995	2460
r_pp_light_00020.fits	61961	60249.52423370397	2460249.524233704	NaN	NaN	0	1.559418	NaN	-12.3	15	NaN	NaN	6462062.62823242	61961	42.44955609362389	2478
r_pp_light_00021.fits	61524	60249.52448958345	2460249.5244895834	NaN	NaN	0	1.561097	NaN	-12.3	15	NaN	NaN	6320735.426022287	61524	40.90226171243942	2476
r_pp_light_00022.fits	59467	60249.52474546339	2460249.5247454634	NaN	NaN	0	1.562775	NaN	-12.3	15	NaN	NaN	6442614.058443648	59467	43.31710167510713	2567
r_pp_light_00023.fits	56865	60249.52500056755	2460249.5250005675	NaN	NaN	0	1.564457	NaN	-12.3	15	NaN	NaN	6021548.729756004	56865	40.578242018131654	2537
r_pp_light_00024.fits	62365	60249.525255891494	2460249.5252558915	NaN	NaN	0	1.566144	NaN	-12.3	15	NaN	NaN	6105247.09975742	62365	38.80275756415167	2611
r_pp_light_00025.fits	61429	60249.525511076674	2460249.5255110767	NaN	NaN	0	1.56784	NaN	-12.3	15	NaN	NaN	5818697.960484343	61429	42.395741261550825	2489
r_pp_light_00026.fits	57207	60249.52576650493	2460249.525766505	NaN	NaN	0	1.569531	NaN	-12.3	15	NaN	NaN	6405832.462369481	57207	40.86321548821549	2376
r_pp_light_00027.fits	62151	60249.52602196764	2460249.5260219676	NaN	NaN	0	1.571232	NaN	-12.3	15	NaN	NaN	6056642.35497998	62151	41.56953376205788	2488
r_pp_light_00028.fits	61948	60249.52627774328	2460249.5262777433	NaN	NaN	0	1.572939	NaN	-12.3	15	NaN	NaN	5501267.094606888	61948	40.82696177062374	2485
r_pp_light_00029.fits	60565	60249.52653359994	2460249.5265336	NaN	NaN	0	1.574569	NaN	-12.3	15	NaN	NaN	5664296.6205547135	60565	41.06548100242522	2474
r_pp_light_00030.fits	61318	60249.52678880794	2460249.526788808	NaN	NaN	0	1.576281	NaN	-12.3	15	NaN	NaN	5572749.40047552	61318	41.09502982107356	2515
r_pp_light_00031.fits	62692	60249.52704430558	2460249.5270443056	NaN	NaN	0	1.577998	NaN	-12.3	15	NaN	NaN	5545391.721670799	62692	40.36169386169386	2574
r_pp_light_00032.fits	61823	60249.52730033593	2460249.527300336	NaN	NaN	0	1.579723	NaN	-12.3	15	NaN	NaN	5547584.322145477	61823	40.04385964912281	2508
r_pp_light_00033.fits	60851	60249.52755549783	2460249.527555498	NaN	NaN	0	1.581442	NaN	-12.3	15	NaN	NaN	5790481.447945337	60851	40.31456154465004	2486
r_pp_light_00034.fits	60986	60249.52781140059	2460249.5278114006	NaN	NaN	0	1.583175	NaN	-12.3	15	NaN	NaN	5983636.46988061	60986	41.92582083502229	2467
r_pp_light_00035.fits	61638	60249.52806671336	2460249.5280667134	NaN	NaN	0	1.584913	NaN	-12.3	15	NaN	NaN	6334821.344769187	61638	41.83912691996766	2474
