Label	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source-Sky_T1	Peak_T1	Sky/Pixel_T1	N_Sky_Pixels_T1
r_pp_light_00131.fits	57910	60249.491169687826	2460249.491169688	NaN	NaN	0	1.373845	NaN	-11.6	15	NaN	NaN	9663681.256180737	57910	41.89384920634921	3024
r_pp_light_00132.fits	58741	60249.49142557895	2460249.491425579	NaN	NaN	0	1.375074	NaN	-11.7	15	NaN	NaN	9026022.083865847	58741	40.49226719315564	3039
r_pp_light_00133.fits	59257	60249.49168079905	2460249.491680799	NaN	NaN	0	1.376298	NaN	-11.7	15	NaN	NaN	9299640.067614015	59257	40.84730538922156	3006
r_pp_light_00134.fits	59230	60249.49193666689	2460249.491936667	NaN	NaN	0	1.377533	NaN	-11.7	15	NaN	NaN	8752947.40739757	59230	39.376764030193634	3047
r_pp_light_00135.fits	58568	60249.49219215289	2460249.492192153	NaN	NaN	0	1.378764	NaN	-11.7	15	NaN	NaN	8657834.664714308	58568	38.46926635822869	3026
r_pp_light_00136.fits	58909	60249.49244788196	2460249.492447882	NaN	NaN	0	1.380003	NaN	-11.7	15	NaN	NaN	8529228.571781991	58909	38.211230819458045	3063
r_pp_light_00137.fits	59172	60249.49270310206	2460249.492703102	NaN	NaN	0	1.381244	NaN	-11.7	15	NaN	NaN	7796743.567074062	59172	37.1137487636004	3033
r_pp_light_00138.fits	59296	60249.4929585536	2460249.4929585536	NaN	NaN	0	1.382486	NaN	-11.7	15	NaN	NaN	7464677.218698004	59296	38.64170240844606	3031
r_pp_light_00139.fits	58273	60249.49321454903	2460249.493214549	NaN	NaN	0	1.383734	NaN	-11.7	15	NaN	NaN	7845499.6483522765	58273	36.920365535248045	3064
r_pp_light_00140.fits	59483	60249.49346998846	2460249.4934699885	NaN	NaN	0	1.384983	NaN	-11.7	15	NaN	NaN	7480386.16680681	59483	37.56511627906977	3010
r_pp_light_00141.fits	58743	60249.49372592615	2460249.493725926	NaN	NaN	0	1.386235	NaN	-11.7	15	NaN	NaN	7635841.672121458	58743	34.91397153945666	3092
r_pp_light_00142.fits	57883	60249.49398111133	2460249.4939811113	NaN	NaN	0	1.387488	NaN	-11.7	15	NaN	NaN	7734077.49804182	57883	36.92925938226503	3011
r_pp_light_00143.fits	59464	60249.494236227125	2460249.494236227	NaN	NaN	0	1.388747	NaN	-11.8	15	NaN	NaN	7554408.510573894	59464	35.03353956366004	3071
r_pp_light_00144.fits	59317	60249.4944922342	2460249.494492234	NaN	NaN	0	1.389951	NaN	-11.8	15	NaN	NaN	7675345.502644234	59317	33.43747990999679	3111
r_pp_light_00145.fits	58735	60249.494747407734	2460249.4947474077	NaN	NaN	0	1.391214	NaN	-11.8	15	NaN	NaN	7885119.548759066	58735	37.062167553191486	3008
r_pp_light_00146.fits	58646	60249.4950026162	2460249.495002616	NaN	NaN	0	1.39248	NaN	-11.8	15	NaN	NaN	8069330.904742454	58646	36.69478991596639	2975
r_pp_light_00147.fits	58690	60249.49525775481	2460249.495257755	NaN	NaN	0	1.393748	NaN	-11.8	15	NaN	NaN	8191171.246788549	58690	37.625946657886075	3037
r_pp_light_00148.fits	58608	60249.495513623115	2460249.495513623	NaN	NaN	0	1.395026	NaN	-11.8	15	NaN	NaN	7699252.841258436	58608	37.766515544041454	3088
